jjSASKSQSJ	(2) royal straight flush!
SQSJHKHJCQ	(7) 2 pairs
SQSJHKHJCJ	(6) 3 cards
SQSJHKHJDA	(8) 1 pair
SQSJHKHJDK	(7) 2 pairs
SQSJHKHJDQ	(7) 2 pairs
SQSJHKHJDJ	(6) 3 cards
SQSJHKCACK	(8) 1 pair
SQSJHKCACQ	(8) 1 pair
SQSJHKCACJ	(8) 1 pair
SQSJHKCADA	(8) 1 pair
SQSJHKCADK	(8) 1 pair
SQSJHKCADQ	(8) 1 pair
SQSJHKCADJ	(8) 1 pair
SQSJHKCKCQ	(7) 2 pairs
SQSJHKCKCJ	(7) 2 pairs
SQSJHKCKDA	(8) 1 pair
SQSJHKCKDK	(6) 3 cards
SQSJHKCKDQ	(7) 2 pairs
SQSJHKCKDJ	(7) 2 pairs
SQSJHKCQCJ	(7) 2 pairs
SQSJHKCQDA	(8) 1 pair
SQSJHKCQDK	(7) 2 pairs
SQSJHKCQDQ	(6) 3 cards
SQSJHKCQDJ	(7) 2 pairs
SQSJHKCJDA	(8) 1 pair
SQSJHKCJDK	(7) 2 pairs
SQSJHKCJDQ	(7) 2 pairs
SQSJHKCJDJ	(6) 3 cards
SQSJHKDADK	(8) 1 pair
SQSJHKDADQ	(8) 1 pair
SQSJHKDADJ	(8) 1 pair
SQSJHKDKDQ	(7) 2 pairs
SQSJHKDKDJ	(7) 2 pairs
SQSJHKDQDJ	(7) 2 pairs
SQSJHQHJCA	(7) 2 pairs
SQSJHQHJCK	(7) 2 pairs
SQSJHQHJCQ	(4) full house
SQSJHQHJCJ	(4) full house
SQSJHQHJDA	(7) 2 pairs
SQSJHQHJDK	(7) 2 pairs
SQSJHQHJDQ	(4) full house
SQSJHQHJDJ	(4) full house
SQSJHQCACK	(8) 1 pair
SQSJHQCACQ	(6) 3 cards
SQSJHQCACJ	(7) 2 pairs
SQSJHQCADA	(7) 2 pairs
SQSJHQCADK	(8) 1 pair
SQSJHQCADQ	(6) 3 cards
SQSJHQCADJ	(7) 2 pairs
SQSJHQCKCQ	(6) 3 cards
SQSJHQCKCJ	(7) 2 pairs
SQSJHQCKDA	(8) 1 pair
SQSJHQCKDK	(7) 2 pairs
SQSJHQCKDQ	(6) 3 cards
SQSJHQCKDJ	(7) 2 pairs
SQSJHQCQCJ	(4) full house
SQSJHQCQDA	(6) 3 cards
SQSJHQCQDK	(6) 3 cards
SQSJHQCQDQ	(3) 4 cards!
SQSJHQCQDJ	(4) full house
SQSJHQCJDA	(7) 2 pairs
SQSJHQCJDK	(7) 2 pairs
SQSJHQCJDQ	(4) full house
SQSJHQCJDJ	(4) full house
SQSJHQDADK	(8) 1 pair
SQSJHQDADQ	(6) 3 cards
SQSJHQDADJ	(7) 2 pairs
SQSJHQDKDQ	(6) 3 cards
SQSJHQDKDJ	(7) 2 pairs
SQSJHQDQDJ	(4) full house
SQSJHJCACK	(8) 1 pair
SQSJHJCACQ	(7) 2 pairs
SQSJHJCACJ	(6) 3 cards
SQSJHJCADA	(7) 2 pairs
SQSJHJCADK	(8) 1 pair
SQSJHJCADQ	(7) 2 pairs
SQSJHJCADJ	(6) 3 cards
SQSJHJCKCQ	(7) 2 pairs
SQSJHJCKCJ	(6) 3 cards
SQSJHJCKDA	(8) 1 pair
SQSJHJCKDK	(7) 2 pairs
SQSJHJCKDQ	(7) 2 pairs
SQSJHJCKDJ	(6) 3 cards
SQSJHJCQCJ	(4) full house
SQSJHJCQDA	(7) 2 pairs
SQSJHJCQDK	(7) 2 pairs
SQSJHJCQDQ	(4) full house
SQSJHJCQDJ	(4) full house
SQSJHJCJDA	(6) 3 cards
SQSJHJCJDK	(6) 3 cards
SQSJHJCJDQ	(4) full house
SQSJHJCJDJ	(3) 4 cards!
SQSJHJDADK	(8) 1 pair
SQSJHJDADQ	(7) 2 pairs
SQSJHJDADJ	(6) 3 cards
SQSJHJDKDQ	(7) 2 pairs
SQSJHJDKDJ	(6) 3 cards
SQSJHJDQDJ	(4) full house
SQSJCACKCQ	(8) 1 pair
SQSJCACKCJ	(8) 1 pair
SQSJCACKDA	(8) 1 pair
SQSJCACKDK	(8) 1 pair
SQSJCACKDQ	(8) 1 pair
SQSJCACKDJ	(8) 1 pair
SQSJCACQCJ	(7) 2 pairs
SQSJCACQDA	(7) 2 pairs
SQSJCACQDK	(8) 1 pair
SQSJCACQDQ	(6) 3 cards
SQSJCACQDJ	(7) 2 pairs
SQSJCACJDA	(7) 2 pairs
SQSJCACJDK	(8) 1 pair
SQSJCACJDQ	(7) 2 pairs
SQSJCACJDJ	(6) 3 cards
SQSJCADADK	(8) 1 pair
SQSJCADADQ	(7) 2 pairs
SQSJCADADJ	(7) 2 pairs
SQSJCADKDQ	(8) 1 pair
SQSJCADKDJ	(8) 1 pair
SQSJCADQDJ	(7) 2 pairs
SQSJCKCQCJ	(7) 2 pairs
SQSJCKCQDA	(8) 1 pair
SQSJCKCQDK	(7) 2 pairs
SQSJCKCQDQ	(6) 3 cards
SQSJCKCQDJ	(7) 2 pairs
SQSJCKCJDA	(8) 1 pair
SQSJCKCJDK	(7) 2 pairs
SQSJCKCJDQ	(7) 2 pairs
SQSJCKCJDJ	(6) 3 cards
SQSJCKDADK	(8) 1 pair
SQSJCKDADQ	(8) 1 pair
SQSJCKDADJ	(8) 1 pair
SQSJCKDKDQ	(7) 2 pairs
SQSJCKDKDJ	(7) 2 pairs
SQSJCKDQDJ	(7) 2 pairs
SQSJCQCJDA	(7) 2 pairs
SQSJCQCJDK	(7) 2 pairs
SQSJCQCJDQ	(4) full house
SQSJCQCJDJ	(4) full house
SQSJCQDADK	(8) 1 pair
SQSJCQDADQ	(6) 3 cards
SQSJCQDADJ	(7) 2 pairs
SQSJCQDKDQ	(6) 3 cards
SQSJCQDKDJ	(7) 2 pairs
SQSJCQDQDJ	(4) full house
SQSJCJDADK	(8) 1 pair
SQSJCJDADQ	(7) 2 pairs
SQSJCJDADJ	(6) 3 cards
SQSJCJDKDQ	(7) 2 pairs
SQSJCJDKDJ	(6) 3 cards
SQSJCJDQDJ	(4) full house
SQSJDADKDQ	(8) 1 pair
SQSJDADKDJ	(8) 1 pair
SQSJDADQDJ	(7) 2 pairs
SQSJDKDQDJ	(7) 2 pairs
SQHAHKHQHJ	(8) 1 pair
SQHAHKHQCA	(7) 2 pairs
SQHAHKHQCK	(7) 2 pairs
SQHAHKHQCQ	(6) 3 cards
SQHAHKHQCJ	(8) 1 pair
SQHAHKHQDA	(7) 2 pairs
SQHAHKHQDK	(7) 2 pairs
SQHAHKHQDQ	(6) 3 cards
SQHAHKHQDJ	(8) 1 pair
SQHAHKHJCA	(8) 1 pair
SQHAHKHJCK	(8) 1 pair
SQHAHKHJCQ	(8) 1 pair
SQHAHKHJCJ	(8) 1 pair
SQHAHKHJDA	(8) 1 pair
SQHAHKHJDK	(8) 1 pair
SQHAHKHJDQ	(8) 1 pair
SQHAHKHJDJ	(8) 1 pair
SQHAHKCACK	(7) 2 pairs
SQHAHKCACQ	(7) 2 pairs
SQHAHKCACJ	(8) 1 pair
SQHAHKCADA	(6) 3 cards
SQHAHKCADK	(7) 2 pairs
SQHAHKCADQ	(7) 2 pairs
SQHAHKCADJ	(8) 1 pair
SQHAHKCKCQ	(7) 2 pairs
SQHAHKCKCJ	(8) 1 pair
SQHAHKCKDA	(7) 2 pairs
SQHAHKCKDK	(6) 3 cards
SQHAHKCKDQ	(7) 2 pairs
SQHAHKCKDJ	(8) 1 pair
SQHAHKCQCJ	(8) 1 pair
SQHAHKCQDA	(7) 2 pairs
SQHAHKCQDK	(7) 2 pairs
SQHAHKCQDQ	(6) 3 cards
SQHAHKCQDJ	(8) 1 pair
SQHAHKCJDA	(8) 1 pair
SQHAHKCJDK	(8) 1 pair
SQHAHKCJDQ	(8) 1 pair
SQHAHKCJDJ	(8) 1 pair
SQHAHKDADK	(7) 2 pairs
SQHAHKDADQ	(7) 2 pairs
SQHAHKDADJ	(8) 1 pair
SQHAHKDKDQ	(7) 2 pairs
SQHAHKDKDJ	(8) 1 pair
SQHAHKDQDJ	(8) 1 pair
SQHAHQHJCA	(7) 2 pairs
SQHAHQHJCK	(8) 1 pair
SQHAHQHJCQ	(6) 3 cards
SQHAHQHJCJ	(7) 2 pairs
SQHAHQHJDA	(7) 2 pairs
SQHAHQHJDK	(8) 1 pair
SQHAHQHJDQ	(6) 3 cards
SQHAHQHJDJ	(7) 2 pairs
SQHAHQCACK	(7) 2 pairs
SQHAHQCACQ	(4) full house
SQHAHQCACJ	(7) 2 pairs
SQHAHQCADA	(4) full house
SQHAHQCADK	(7) 2 pairs
SQHAHQCADQ	(4) full house
SQHAHQCADJ	(7) 2 pairs
SQHAHQCKCQ	(6) 3 cards
SQHAHQCKCJ	(8) 1 pair
SQHAHQCKDA	(7) 2 pairs
SQHAHQCKDK	(7) 2 pairs
SQHAHQCKDQ	(6) 3 cards
SQHAHQCKDJ	(8) 1 pair
SQHAHQCQCJ	(6) 3 cards
SQHAHQCQDA	(4) full house
SQHAHQCQDK	(6) 3 cards
SQHAHQCQDQ	(3) 4 cards!
SQHAHQCQDJ	(6) 3 cards
SQHAHQCJDA	(7) 2 pairs
SQHAHQCJDK	(8) 1 pair
SQHAHQCJDQ	(6) 3 cards
SQHAHQCJDJ	(7) 2 pairs
SQHAHQDADK	(7) 2 pairs
SQHAHQDADQ	(4) full house
SQHAHQDADJ	(7) 2 pairs
SQHAHQDKDQ	(6) 3 cards
SQHAHQDKDJ	(8) 1 pair
SQHAHQDQDJ	(6) 3 cards
SQHAHJCACK	(8) 1 pair
SQHAHJCACQ	(7) 2 pairs
SQHAHJCACJ	(7) 2 pairs
SQHAHJCADA	(6) 3 cards
SQHAHJCADK	(8) 1 pair
SQHAHJCADQ	(7) 2 pairs
SQHAHJCADJ	(7) 2 pairs
SQHAHJCKCQ	(8) 1 pair
SQHAHJCKCJ	(8) 1 pair
SQHAHJCKDA	(8) 1 pair
SQHAHJCKDK	(8) 1 pair
SQHAHJCKDQ	(8) 1 pair
SQHAHJCKDJ	(8) 1 pair
SQHAHJCQCJ	(7) 2 pairs
SQHAHJCQDA	(7) 2 pairs
SQHAHJCQDK	(8) 1 pair
SQHAHJCQDQ	(6) 3 cards
SQHAHJCQDJ	(7) 2 pairs
SQHAHJCJDA	(7) 2 pairs
SQHAHJCJDK	(8) 1 pair
SQHAHJCJDQ	(7) 2 pairs
SQHAHJCJDJ	(6) 3 cards
SQHAHJDADK	(8) 1 pair
SQHAHJDADQ	(7) 2 pairs
SQHAHJDADJ	(7) 2 pairs
SQHAHJDKDQ	(8) 1 pair
SQHAHJDKDJ	(8) 1 pair
SQHAHJDQDJ	(7) 2 pairs
SQHACACKCQ	(7) 2 pairs
SQHACACKCJ	(8) 1 pair
SQHACACKDA	(6) 3 cards
SQHACACKDK	(7) 2 pairs
SQHACACKDQ	(7) 2 pairs
SQHACACKDJ	(8) 1 pair
SQHACACQCJ	(7) 2 pairs
SQHACACQDA	(4) full house
SQHACACQDK	(7) 2 pairs
SQHACACQDQ	(4) full house
SQHACACQDJ	(7) 2 pairs
SQHACACJDA	(6) 3 cards
SQHACACJDK	(8) 1 pair
SQHACACJDQ	(7) 2 pairs
SQHACACJDJ	(7) 2 pairs
SQHACADADK	(6) 3 cards
SQHACADADQ	(4) full house
SQHACADADJ	(6) 3 cards
SQHACADKDQ	(7) 2 pairs
SQHACADKDJ	(8) 1 pair
SQHACADQDJ	(7) 2 pairs
SQHACKCQCJ	(8) 1 pair
SQHACKCQDA	(7) 2 pairs
SQHACKCQDK	(7) 2 pairs
SQHACKCQDQ	(6) 3 cards
SQHACKCQDJ	(8) 1 pair
SQHACKCJDA	(8) 1 pair
SQHACKCJDK	(8) 1 pair
SQHACKCJDQ	(8) 1 pair
SQHACKCJDJ	(8) 1 pair
SQHACKDADK	(7) 2 pairs
SQHACKDADQ	(7) 2 pairs
SQHACKDADJ	(8) 1 pair
SQHACKDKDQ	(7) 2 pairs
SQHACKDKDJ	(8) 1 pair
SQHACKDQDJ	(8) 1 pair
SQHACQCJDA	(7) 2 pairs
SQHACQCJDK	(8) 1 pair
SQHACQCJDQ	(6) 3 cards
SQHACQCJDJ	(7) 2 pairs
SQHACQDADK	(7) 2 pairs
SQHACQDADQ	(4) full house
SQHACQDADJ	(7) 2 pairs
SQHACQDKDQ	(6) 3 cards
SQHACQDKDJ	(8) 1 pair
SQHACQDQDJ	(6) 3 cards
SQHACJDADK	(8) 1 pair
SQHACJDADQ	(7) 2 pairs
SQHACJDADJ	(7) 2 pairs
SQHACJDKDQ	(8) 1 pair
SQHACJDKDJ	(8) 1 pair
SQHACJDQDJ	(7) 2 pairs
SQHADADKDQ	(7) 2 pairs
SQHADADKDJ	(8) 1 pair
SQHADADQDJ	(7) 2 pairs
SQHADKDQDJ	(8) 1 pair
SQHKHQHJCA	(8) 1 pair
SQHKHQHJCK	(7) 2 pairs
SQHKHQHJCQ	(6) 3 cards
SQHKHQHJCJ	(7) 2 pairs
SQHKHQHJDA	(8) 1 pair
SQHKHQHJDK	(7) 2 pairs
SQHKHQHJDQ	(6) 3 cards
SQHKHQHJDJ	(7) 2 pairs
SQHKHQCACK	(7) 2 pairs
SQHKHQCACQ	(6) 3 cards
SQHKHQCACJ	(8) 1 pair
SQHKHQCADA	(7) 2 pairs
SQHKHQCADK	(7) 2 pairs
SQHKHQCADQ	(6) 3 cards
SQHKHQCADJ	(8) 1 pair
SQHKHQCKCQ	(4) full house
SQHKHQCKCJ	(7) 2 pairs
SQHKHQCKDA	(7) 2 pairs
SQHKHQCKDK	(4) full house
SQHKHQCKDQ	(4) full house
SQHKHQCKDJ	(7) 2 pairs
SQHKHQCQCJ	(6) 3 cards
SQHKHQCQDA	(6) 3 cards
SQHKHQCQDK	(4) full house
SQHKHQCQDQ	(3) 4 cards!
SQHKHQCQDJ	(6) 3 cards
SQHKHQCJDA	(8) 1 pair
SQHKHQCJDK	(7) 2 pairs
SQHKHQCJDQ	(6) 3 cards
SQHKHQCJDJ	(7) 2 pairs
SQHKHQDADK	(7) 2 pairs
SQHKHQDADQ	(6) 3 cards
SQHKHQDADJ	(8) 1 pair
SQHKHQDKDQ	(4) full house
SQHKHQDKDJ	(7) 2 pairs
SQHKHQDQDJ	(6) 3 cards
SQHKHJCACK	(8) 1 pair
SQHKHJCACQ	(8) 1 pair
SQHKHJCACJ	(8) 1 pair
SQHKHJCADA	(8) 1 pair
SQHKHJCADK	(8) 1 pair
SQHKHJCADQ	(8) 1 pair
SQHKHJCADJ	(8) 1 pair
SQHKHJCKCQ	(7) 2 pairs
SQHKHJCKCJ	(7) 2 pairs
SQHKHJCKDA	(8) 1 pair
SQHKHJCKDK	(6) 3 cards
SQHKHJCKDQ	(7) 2 pairs
SQHKHJCKDJ	(7) 2 pairs
SQHKHJCQCJ	(7) 2 pairs
SQHKHJCQDA	(8) 1 pair
SQHKHJCQDK	(7) 2 pairs
SQHKHJCQDQ	(6) 3 cards
SQHKHJCQDJ	(7) 2 pairs
SQHKHJCJDA	(8) 1 pair
SQHKHJCJDK	(7) 2 pairs
SQHKHJCJDQ	(7) 2 pairs
SQHKHJCJDJ	(6) 3 cards
SQHKHJDADK	(8) 1 pair
SQHKHJDADQ	(8) 1 pair
SQHKHJDADJ	(8) 1 pair
SQHKHJDKDQ	(7) 2 pairs
SQHKHJDKDJ	(7) 2 pairs
SQHKHJDQDJ	(7) 2 pairs
SQHKCACKCQ	(7) 2 pairs
SQHKCACKCJ	(8) 1 pair
SQHKCACKDA	(7) 2 pairs
SQHKCACKDK	(6) 3 cards
SQHKCACKDQ	(7) 2 pairs
SQHKCACKDJ	(8) 1 pair
SQHKCACQCJ	(8) 1 pair
SQHKCACQDA	(7) 2 pairs
SQHKCACQDK	(7) 2 pairs
SQHKCACQDQ	(6) 3 cards
SQHKCACQDJ	(8) 1 pair
SQHKCACJDA	(8) 1 pair
SQHKCACJDK	(8) 1 pair
SQHKCACJDQ	(8) 1 pair
SQHKCACJDJ	(8) 1 pair
SQHKCADADK	(7) 2 pairs
SQHKCADADQ	(7) 2 pairs
SQHKCADADJ	(8) 1 pair
SQHKCADKDQ	(7) 2 pairs
SQHKCADKDJ	(8) 1 pair
SQHKCADQDJ	(8) 1 pair
SQHKCKCQCJ	(7) 2 pairs
SQHKCKCQDA	(7) 2 pairs
SQHKCKCQDK	(4) full house
SQHKCKCQDQ	(4) full house
SQHKCKCQDJ	(7) 2 pairs
SQHKCKCJDA	(8) 1 pair
SQHKCKCJDK	(6) 3 cards
SQHKCKCJDQ	(7) 2 pairs
SQHKCKCJDJ	(7) 2 pairs
SQHKCKDADK	(6) 3 cards
SQHKCKDADQ	(7) 2 pairs
SQHKCKDADJ	(8) 1 pair
SQHKCKDKDQ	(4) full house
SQHKCKDKDJ	(6) 3 cards
SQHKCKDQDJ	(7) 2 pairs
SQHKCQCJDA	(8) 1 pair
SQHKCQCJDK	(7) 2 pairs
SQHKCQCJDQ	(6) 3 cards
SQHKCQCJDJ	(7) 2 pairs
SQHKCQDADK	(7) 2 pairs
SQHKCQDADQ	(6) 3 cards
SQHKCQDADJ	(8) 1 pair
SQHKCQDKDQ	(4) full house
SQHKCQDKDJ	(7) 2 pairs
SQHKCQDQDJ	(6) 3 cards
SQHKCJDADK	(8) 1 pair
SQHKCJDADQ	(8) 1 pair
SQHKCJDADJ	(8) 1 pair
SQHKCJDKDQ	(7) 2 pairs
SQHKCJDKDJ	(7) 2 pairs
SQHKCJDQDJ	(7) 2 pairs
SQHKDADKDQ	(7) 2 pairs
SQHKDADKDJ	(8) 1 pair
SQHKDADQDJ	(8) 1 pair
SQHKDKDQDJ	(7) 2 pairs
SQHQHJCACK	(8) 1 pair
SQHQHJCACQ	(6) 3 cards
SQHQHJCACJ	(7) 2 pairs
SQHQHJCADA	(7) 2 pairs
SQHQHJCADK	(8) 1 pair
SQHQHJCADQ	(6) 3 cards
SQHQHJCADJ	(7) 2 pairs
SQHQHJCKCQ	(6) 3 cards
SQHQHJCKCJ	(7) 2 pairs
SQHQHJCKDA	(8) 1 pair
SQHQHJCKDK	(7) 2 pairs
SQHQHJCKDQ	(6) 3 cards
SQHQHJCKDJ	(7) 2 pairs
SQHQHJCQCJ	(4) full house
SQHQHJCQDA	(6) 3 cards
SQHQHJCQDK	(6) 3 cards
SQHQHJCQDQ	(3) 4 cards!
SQHQHJCQDJ	(4) full house
SQHQHJCJDA	(7) 2 pairs
SQHQHJCJDK	(7) 2 pairs
SQHQHJCJDQ	(4) full house
SQHQHJCJDJ	(4) full house
SQHQHJDADK	(8) 1 pair
SQHQHJDADQ	(6) 3 cards
SQHQHJDADJ	(7) 2 pairs
SQHQHJDKDQ	(6) 3 cards
SQHQHJDKDJ	(7) 2 pairs
SQHQHJDQDJ	(4) full house
SQHQCACKCQ	(6) 3 cards
SQHQCACKCJ	(8) 1 pair
SQHQCACKDA	(7) 2 pairs
SQHQCACKDK	(7) 2 pairs
SQHQCACKDQ	(6) 3 cards
SQHQCACKDJ	(8) 1 pair
SQHQCACQCJ	(6) 3 cards
SQHQCACQDA	(4) full house
SQHQCACQDK	(6) 3 cards
SQHQCACQDQ	(3) 4 cards!
SQHQCACQDJ	(6) 3 cards
SQHQCACJDA	(7) 2 pairs
SQHQCACJDK	(8) 1 pair
SQHQCACJDQ	(6) 3 cards
SQHQCACJDJ	(7) 2 pairs
SQHQCADADK	(7) 2 pairs
SQHQCADADQ	(4) full house
SQHQCADADJ	(7) 2 pairs
SQHQCADKDQ	(6) 3 cards
SQHQCADKDJ	(8) 1 pair
SQHQCADQDJ	(6) 3 cards
SQHQCKCQCJ	(6) 3 cards
SQHQCKCQDA	(6) 3 cards
SQHQCKCQDK	(4) full house
SQHQCKCQDQ	(3) 4 cards!
SQHQCKCQDJ	(6) 3 cards
SQHQCKCJDA	(8) 1 pair
SQHQCKCJDK	(7) 2 pairs
SQHQCKCJDQ	(6) 3 cards
SQHQCKCJDJ	(7) 2 pairs
SQHQCKDADK	(7) 2 pairs
SQHQCKDADQ	(6) 3 cards
SQHQCKDADJ	(8) 1 pair
SQHQCKDKDQ	(4) full house
SQHQCKDKDJ	(7) 2 pairs
SQHQCKDQDJ	(6) 3 cards
SQHQCQCJDA	(6) 3 cards
SQHQCQCJDK	(6) 3 cards
SQHQCQCJDQ	(3) 4 cards!
SQHQCQCJDJ	(4) full house
SQHQCQDADK	(6) 3 cards
SQHQCQDADQ	(3) 4 cards!
SQHQCQDADJ	(6) 3 cards
SQHQCQDKDQ	(3) 4 cards!
SQHQCQDKDJ	(6) 3 cards
SQHQCQDQDJ	(3) 4 cards!
SQHQCJDADK	(8) 1 pair
SQHQCJDADQ	(6) 3 cards
SQHQCJDADJ	(7) 2 pairs
SQHQCJDKDQ	(6) 3 cards
SQHQCJDKDJ	(7) 2 pairs
SQHQCJDQDJ	(4) full house
SQHQDADKDQ	(6) 3 cards
SQHQDADKDJ	(8) 1 pair
SQHQDADQDJ	(6) 3 cards
SQHQDKDQDJ	(6) 3 cards
SQHJCACKCQ	(8) 1 pair
SQHJCACKCJ	(8) 1 pair
SQHJCACKDA	(8) 1 pair
SQHJCACKDK	(8) 1 pair
SQHJCACKDQ	(8) 1 pair
SQHJCACKDJ	(8) 1 pair
SQHJCACQCJ	(7) 2 pairs
SQHJCACQDA	(7) 2 pairs
SQHJCACQDK	(8) 1 pair
SQHJCACQDQ	(6) 3 cards
SQHJCACQDJ	(7) 2 pairs
SQHJCACJDA	(7) 2 pairs
SQHJCACJDK	(8) 1 pair
SQHJCACJDQ	(7) 2 pairs
SQHJCACJDJ	(6) 3 cards
SQHJCADADK	(8) 1 pair
SQHJCADADQ	(7) 2 pairs
SQHJCADADJ	(7) 2 pairs
SQHJCADKDQ	(8) 1 pair
SQHJCADKDJ	(8) 1 pair
SQHJCADQDJ	(7) 2 pairs
SQHJCKCQCJ	(7) 2 pairs
SQHJCKCQDA	(8) 1 pair
SQHJCKCQDK	(7) 2 pairs
SQHJCKCQDQ	(6) 3 cards
SQHJCKCQDJ	(7) 2 pairs
SQHJCKCJDA	(8) 1 pair
SQHJCKCJDK	(7) 2 pairs
SQHJCKCJDQ	(7) 2 pairs
SQHJCKCJDJ	(6) 3 cards
SQHJCKDADK	(8) 1 pair
SQHJCKDADQ	(8) 1 pair
SQHJCKDADJ	(8) 1 pair
SQHJCKDKDQ	(7) 2 pairs
SQHJCKDKDJ	(7) 2 pairs
SQHJCKDQDJ	(7) 2 pairs
SQHJCQCJDA	(7) 2 pairs
SQHJCQCJDK	(7) 2 pairs
SQHJCQCJDQ	(4) full house
SQHJCQCJDJ	(4) full house
SQHJCQDADK	(8) 1 pair
SQHJCQDADQ	(6) 3 cards
SQHJCQDADJ	(7) 2 pairs
SQHJCQDKDQ	(6) 3 cards
SQHJCQDKDJ	(7) 2 pairs
SQHJCQDQDJ	(4) full house
SQHJCJDADK	(8) 1 pair
SQHJCJDADQ	(7) 2 pairs
SQHJCJDADJ	(6) 3 cards
SQHJCJDKDQ	(7) 2 pairs
SQHJCJDKDJ	(6) 3 cards
SQHJCJDQDJ	(4) full house
SQHJDADKDQ	(8) 1 pair
SQHJDADKDJ	(8) 1 pair
SQHJDADQDJ	(7) 2 pairs
SQHJDKDQDJ	(7) 2 pairs
SQCACKCQCJ	(8) 1 pair
SQCACKCQDA	(7) 2 pairs
SQCACKCQDK	(7) 2 pairs
SQCACKCQDQ	(6) 3 cards
SQCACKCQDJ	(8) 1 pair
SQCACKCJDA	(8) 1 pair
SQCACKCJDK	(8) 1 pair
SQCACKCJDQ	(8) 1 pair
SQCACKCJDJ	(8) 1 pair
SQCACKDADK	(7) 2 pairs
SQCACKDADQ	(7) 2 pairs
SQCACKDADJ	(8) 1 pair
SQCACKDKDQ	(7) 2 pairs
SQCACKDKDJ	(8) 1 pair
SQCACKDQDJ	(8) 1 pair
SQCACQCJDA	(7) 2 pairs
SQCACQCJDK	(8) 1 pair
SQCACQCJDQ	(6) 3 cards
SQCACQCJDJ	(7) 2 pairs
SQCACQDADK	(7) 2 pairs
SQCACQDADQ	(4) full house
SQCACQDADJ	(7) 2 pairs
SQCACQDKDQ	(6) 3 cards
SQCACQDKDJ	(8) 1 pair
SQCACQDQDJ	(6) 3 cards
SQCACJDADK	(8) 1 pair
SQCACJDADQ	(7) 2 pairs
SQCACJDADJ	(7) 2 pairs
SQCACJDKDQ	(8) 1 pair
SQCACJDKDJ	(8) 1 pair
SQCACJDQDJ	(7) 2 pairs
SQCADADKDQ	(7) 2 pairs
SQCADADKDJ	(8) 1 pair
SQCADADQDJ	(7) 2 pairs
SQCADKDQDJ	(8) 1 pair
SQCKCQCJDA	(8) 1 pair
SQCKCQCJDK	(7) 2 pairs
SQCKCQCJDQ	(6) 3 cards
SQCKCQCJDJ	(7) 2 pairs
SQCKCQDADK	(7) 2 pairs
SQCKCQDADQ	(6) 3 cards
SQCKCQDADJ	(8) 1 pair
SQCKCQDKDQ	(4) full house
SQCKCQDKDJ	(7) 2 pairs
SQCKCQDQDJ	(6) 3 cards
SQCKCJDADK	(8) 1 pair
SQCKCJDADQ	(8) 1 pair
SQCKCJDADJ	(8) 1 pair
SQCKCJDKDQ	(7) 2 pairs
SQCKCJDKDJ	(7) 2 pairs
SQCKCJDQDJ	(7) 2 pairs
SQCKDADKDQ	(7) 2 pairs
SQCKDADKDJ	(8) 1 pair
SQCKDADQDJ	(8) 1 pair
SQCKDKDQDJ	(7) 2 pairs
SQCQCJDADK	(8) 1 pair
SQCQCJDADQ	(6) 3 cards
SQCQCJDADJ	(7) 2 pairs
SQCQCJDKDQ	(6) 3 cards
SQCQCJDKDJ	(7) 2 pairs
SQCQCJDQDJ	(4) full house
SQCQDADKDQ	(6) 3 cards
SQCQDADKDJ	(8) 1 pair
SQCQDADQDJ	(6) 3 cards
SQCQDKDQDJ	(6) 3 cards
SQCJDADKDQ	(8) 1 pair
SQCJDADKDJ	(8) 1 pair
SQCJDADQDJ	(7) 2 pairs
SQCJDKDQDJ	(7) 2 pairs
SQDADKDQDJ	(8) 1 pair
SJHAHKHQHJ	(8) 1 pair
SJHAHKHQCA	(8) 1 pair
SJHAHKHQCK	(8) 1 pair
SJHAHKHQCQ	(8) 1 pair
SJHAHKHQCJ	(8) 1 pair
SJHAHKHQDA	(8) 1 pair
SJHAHKHQDK	(8) 1 pair
SJHAHKHQDQ	(8) 1 pair
SJHAHKHQDJ	(8) 1 pair
SJHAHKHJCA	(7) 2 pairs
SJHAHKHJCK	(7) 2 pairs
SJHAHKHJCQ	(8) 1 pair
SJHAHKHJCJ	(6) 3 cards
SJHAHKHJDA	(7) 2 pairs
SJHAHKHJDK	(7) 2 pairs
SJHAHKHJDQ	(8) 1 pair
SJHAHKHJDJ	(6) 3 cards
SJHAHKCACK	(7) 2 pairs
SJHAHKCACQ	(8) 1 pair
SJHAHKCACJ	(7) 2 pairs
SJHAHKCADA	(6) 3 cards
SJHAHKCADK	(7) 2 pairs
SJHAHKCADQ	(8) 1 pair
SJHAHKCADJ	(7) 2 pairs
SJHAHKCKCQ	(8) 1 pair
SJHAHKCKCJ	(7) 2 pairs
SJHAHKCKDA	(7) 2 pairs
SJHAHKCKDK	(6) 3 cards
SJHAHKCKDQ	(8) 1 pair
SJHAHKCKDJ	(7) 2 pairs
SJHAHKCQCJ	(8) 1 pair
SJHAHKCQDA	(8) 1 pair
SJHAHKCQDK	(8) 1 pair
SJHAHKCQDQ	(8) 1 pair
SJHAHKCQDJ	(8) 1 pair
SJHAHKCJDA	(7) 2 pairs
SJHAHKCJDK	(7) 2 pairs
SJHAHKCJDQ	(8) 1 pair
SJHAHKCJDJ	(6) 3 cards
SJHAHKDADK	(7) 2 pairs
